flnatureza,dsdocumento,nmprimeiro,nmsegundo,dtregistro
1,82842299918,Isabela,Ribeiro,2018-05-02
1,27886539609,Tiago,Ribeiro,2008-03-23
2,00029434064771,Natália,Azevedo,2009-10-17
2,55556844096583,Patrícia,Costa,2006-08-10
1,52500815774,Rafael,Costa,2023-02-01
2,28177134738945,Natália,Souza,2021-06-27
2,59226583797847,Bruno,Teixeira,2019-07-31
2,11068315044630,João,Barbosa,2025-11-20
2,09406076062168,Ana,Souza,2024-07-10
1,20848267529,Ana,Silva,2023-08-09
2,56170666311877,Isabela,Ferreira,2010-10-05
2,66571243226791,João,Ferreira,2020-06-10
1,27998903438,Tiago,Rocha,2019-11-13
1,35611752489,Marcos,Ferreira,2010-01-12
1,43498803795,Marcos,Costa,2020-06-18
1,71523460257,Patrícia,Martins,2021-03-26
1,25624916857,Fernanda,Pereira,2015-03-18
1,85309573595,Fernanda,Ferreira,2019-01-14
1,31015059130,Daniel,Souza,2024-12-04
2,41669647936963,Marcos,Pereira,2018-01-19
1,90251405870,João,Souza,2013-09-21
1,43237985538,Marcos,Ferreira,2024-11-18
1,51143058038,Isabela,Dias,2018-03-26
1,52500036190,Natália,Moraes,2006-12-25
1,29599755327,Tiago,Ribeiro,2018-08-04
1,44029866482,Ana,Silva,2008-06-18
2,99248210714206,Vanessa,Gomes,2022-05-04
1,16184130828,Carlos,Moreira,2012-10-19
1,95687127862,Bruno,Pereira,2021-06-24
1,77523173725,Eduardo,Almeida,2021-10-19
2,30419556587922,Isabela,Teixeira,2016-07-22
2,14823082282249,Sandra,Dias,2006-11-11
2,08745973568237,Ana,Silva,2020-08-03
2,42716627359444,Vanessa,Martins,2006-03-13
2,53342191055355,Sandra,Costa,2005-11-26
2,36828628500088,Carlos,Rocha,2019-12-12
2,32612404010445,Fernanda,Lopes,2014-07-03
2,19890779462799,Patrícia,Lopes,2016-12-23
1,60010505070,Fernanda,Rocha,2024-05-12
1,67299533944,Tiago,Lopes,2018-10-25
1,58995150804,Gabriel,Moreira,2021-10-23
1,48595742038,Bruno,Barbosa,2015-11-15
1,73960784149,Daniel,Lopes,2011-04-30
1,34925113169,Rafael,Gomes,2018-06-25
1,63792258435,Isabela,Dias,2015-08-09
1,59462743454,João,Teixeira,2025-11-07
2,80937224334913,Tiago,Gomes,2018-05-22
1,18685888667,Carlos,Martins,2008-07-07
2,55609448994187,Karen,Almeida,2015-01-01
1,86769206902,Rafael,Barbosa,2018-12-16
2,31194885158591,Sandra,Moreira,2007-06-24
1,59784862409,Rafael,Gomes,2008-12-13
1,19168552029,Gabriel,Costa,2017-09-17
2,28441116434741,Isabela,Ribeiro,2012-04-23
1,01469735611,Tiago,Gomes,2018-08-09
2,52341529592572,Luiz,Gomes,2017-06-25
1,62810453520,Otávio,Barbosa,2006-12-26
2,25649494493835,Isabela,Silva,2014-09-17
1,89470469789,Fernanda,Lopes,2020-04-08
2,71273193933198,Patrícia,Almeida,2008-11-25
2,03986346908049,Ana,Pereira,2017-03-12
1,08117592304,Vanessa,Souza,2006-08-25
2,76485959792269,Fernanda,Ferreira,2007-01-11
2,06263251632526,Marcos,Costa,2015-04-17
2,88708723657559,Otávio,Medeiros,2009-08-26
2,73107943230028,Rafael,Gomes,2017-11-27
2,21929731600245,Carlos,Rocha,2006-01-11
1,79000839721,Gabriel,Martins,2016-04-12
2,90101170981847,Sandra,Souza,2010-07-19
1,43860830787,Vanessa,Moraes,2011-08-08
2,50854645437360,Luiz,Rocha,2023-07-10
2,68942527734429,Luiz,Moreira,2012-03-27
1,66798001747,Karen,Dias,2008-10-04
1,59798742914,Natália,Pereira,2011-10-10
1,32225496860,Vanessa,Moraes,2018-11-25
1,07776768228,Karen,Cardoso,2024-12-11
1,34168639095,Marcos,Almeida,2015-12-18
2,12220015774097,Marcos,Barbosa,2008-06-07
1,28919215196,Sandra,Azevedo,2005-06-03
2,08232453507200,João,Moraes,2023-12-20
1,26008427042,Tiago,Gomes,2014-07-05
2,05732401559535,Vanessa,Rocha,2021-01-08
2,04708656746384,Fernanda,Souza,2007-03-26
2,54061853147091,Daniel,Lopes,2025-03-07
2,76509721203996,Bruno,Oliveira,2010-04-22
2,17421117587779,Fernanda,Oliveira,2020-09-17
2,04349533106793,Ana,Ribeiro,2021-01-10
2,23825577808582,Sandra,Silva,2020-06-05
2,56666246027590,Patrícia,Medeiros,2009-07-10
1,41975269557,Gabriel,Pereira,2010-01-28
2,17439026626432,Fernanda,Oliveira,2006-01-07
1,15380938448,Fernanda,Cardoso,2021-03-26
2,80783792882955,Bruno,Ribeiro,2010-09-24
2,30952760376213,Luiz,Silva,2019-10-03
2,18558824950215,Tiago,Rocha,2023-05-20
1,17092741797,Sandra,Barbosa,2005-02-16
2,65865589367133,Natália,Gomes,2005-10-09
2,19673587660799,Eduardo,Teixeira,2018-09-27
1,97314614771,Luiz,Martins,2022-03-25
2,59814193355269,Rafael,Cardoso,2005-04-09
2,50964587143378,Vanessa,Teixeira,2019-08-31
2,32101621558026,Bruno,Gomes,2016-09-17
2,34727009027238,Bruno,Cardoso,2017-03-01
1,20773248049,Daniel,Pereira,2021-10-01
1,99564052726,Sandra,Costa,2019-10-01
1,84838018818,Ana,Oliveira,2010-07-19
1,47276137482,Karen,Silva,2006-09-11
1,29816087977,Gabriel,Teixeira,2023-09-05
1,25816145122,Ana,Ribeiro,2025-05-01
2,20746217007664,Fernanda,Oliveira,2005-12-15
1,69163207736,Eduardo,Azevedo,2005-01-21
1,48077116788,Fernanda,Lopes,2021-03-27
1,42826761182,Helena,Ribeiro,2025-01-19
2,07145718654931,Fernanda,Ferreira,2005-12-16
2,04745641439446,Natália,Souza,2007-09-17
2,30237550344179,Isabela,Moraes,2009-01-22
2,93110961135283,Sandra,Souza,2018-01-23
2,90355452223919,Karen,Rocha,2021-05-18
1,13933754039,Eduardo,Teixeira,2020-10-06
2,43454423103985,Marcos,Martins,2016-02-26
1,99194511732,Karen,Silva,2015-06-16
1,82945401743,Carlos,Gomes,2012-12-05
1,12881319063,Ana,Almeida,2010-07-24
2,63985504707504,Otávio,Teixeira,2015-01-19
1,67337202380,João,Almeida,2008-08-29
1,82410814271,Bruno,Oliveira,2010-03-27
1,79319594400,João,Lopes,2007-05-27
2,43353100451943,Bruno,Ferreira,2021-08-21
1,45935460869,Eduardo,Lopes,2010-01-27
2,86173852300246,Vanessa,Almeida,2017-06-15
1,85852653418,Natália,Almeida,2014-04-01
2,06602810528282,Marcos,Martins,2024-06-30
1,11164901942,Eduardo,Pereira,2023-06-27
1,59245394802,Patrícia,Cardoso,2008-06-28
1,81118785052,Carlos,Cardoso,2011-05-04
1,07925141251,Marcos,Oliveira,2011-11-16
1,81434217467,Bruno,Ferreira,2019-03-31
1,20116006502,Natália,Medeiros,2006-10-10
2,03967276601247,Luiz,Almeida,2006-11-28
2,83987978601070,Ana,Pereira,2018-10-08
2,24135127930432,Rafael,Souza,2010-05-05
1,79615326873,Vanessa,Oliveira,2015-06-09
2,39973456187713,Marcos,Lopes,2024-04-05
1,55940084902,Isabela,Silva,2014-11-05
1,09778153452,Bruno,Costa,2021-08-09
1,48463167686,Tiago,Dias,2022-04-22
2,93458312671702,Marcos,Silva,2022-01-21
2,79059557462260,Otávio,Medeiros,2017-04-10
1,80670992323,Rafael,Cardoso,2011-04-26
1,21053834231,Bruno,Oliveira,2006-08-02
1,93254069735,Luiz,Ferreira,2014-01-22
2,75496976746612,Eduardo,Teixeira,2024-08-25
2,36623302663912,João,Moreira,2007-05-15
1,04278222337,Marcos,Ferreira,2021-04-04
2,98298136980774,Helena,Moraes,2006-06-19
1,89168226044,Helena,Oliveira,2007-10-31
2,80940766609721,Daniel,Almeida,2014-10-25
1,12500158157,Patrícia,Cardoso,2025-07-03
1,70664124586,Otávio,Costa,2012-08-31
2,06220162151616,Patrícia,Pereira,2018-01-30
2,72183924762665,Isabela,Souza,2022-10-18
1,92180432187,Gabriel,Moraes,2010-07-18
1,08363834681,Ana,Pereira,2024-11-16
2,42652893732731,Rafael,Lopes,2024-02-12
1,62104024483,Karen,Almeida,2023-07-01
2,17827052022419,Eduardo,Almeida,2011-08-15
2,72535110704192,Gabriel,Moraes,2023-06-28
2,36357217677796,Rafael,Cardoso,2007-06-27
2,50614622720286,Karen,Lopes,2023-07-10
1,15804826975,Tiago,Medeiros,2023-05-02
1,94777463273,Tiago,Rocha,2016-07-08
1,63224084012,Vanessa,Medeiros,2012-11-26
1,20361605063,Otávio,Almeida,2015-08-27
1,41593827956,Carlos,Souza,2010-11-19
1,56111551230,Carlos,Dias,2011-07-09
1,90260003464,Carlos,Moreira,2016-06-18
2,73251935173006,Bruno,Medeiros,2017-10-21
2,70336999825813,Tiago,Cardoso,2018-09-04
1,83531607731,Otávio,Almeida,2019-09-01
1,00947831405,Natália,Almeida,2017-01-07
1,53920383605,Otávio,Gomes,2016-08-27
1,43084550294,Rafael,Almeida,2018-07-07
1,47277394334,Luiz,Moraes,2021-03-31
1,38632283251,Sandra,Gomes,2015-02-15
1,14645195869,Luiz,Cardoso,2024-06-10
1,56926534321,Patrícia,Ferreira,2013-02-16
2,63255582858218,Daniel,Ferreira,2022-10-20
2,66182639128319,Helena,Pereira,2017-02-02
2,45972737914762,Bruno,Cardoso,2005-02-17
1,40501525219,Otávio,Moreira,2021-07-02
2,05057023993192,Otávio,Souza,2005-01-21
2,66757031291263,Vanessa,Ferreira,2007-01-07
1,58701339487,Gabriel,Cardoso,2016-08-13
1,50548235838,Otávio,Gomes,2009-11-08
2,34376739081225,Karen,Pereira,2022-06-12
1,64369953249,Rafael,Teixeira,2024-08-26
2,61354152542342,Helena,Lopes,2023-07-19
2,89458958083313,Carlos,Rocha,2018-09-29
2,42010801500621,Eduardo,Gomes,2025-05-22
2,36404076839215,Carlos,Dias,2006-01-29
1,76234379448,Tiago,Lopes,2012-01-14
2,57361503344930,Gabriel,Barbosa,2016-08-19
2,38569513880257,Marcos,Costa,2023-02-08
1,65539370614,Karen,Costa,2022-02-19
2,44828130580844,Gabriel,Cardoso,2019-12-14
1,64708066013,Karen,Moraes,2013-11-25
2,46923104992458,Patrícia,Moreira,2019-03-18
1,52185600450,Natália,Moreira,2009-02-15
2,95870706329164,João,Lopes,2006-11-03
1,37006443073,Ana,Pereira,2013-02-10
2,99836528590811,Marcos,Almeida,2025-11-09
2,08358331318739,Carlos,Ribeiro,2010-11-14
1,17799900258,João,Oliveira,2025-01-17
1,83561873794,Vanessa,Moraes,2007-05-21
2,75125322227601,Otávio,Pereira,2015-01-17
2,98254329884100,Natália,Costa,2007-04-01
2,05082414358316,Ana,Dias,2008-07-01
2,06301411378148,Daniel,Cardoso,2013-01-10
2,35808188316279,Eduardo,Barbosa,2023-10-28
2,63264566261705,Marcos,Moreira,2025-10-01
2,24760771808334,Vanessa,Oliveira,2017-12-11
1,50644304399,Carlos,Teixeira,2018-09-24
2,88934355863428,Gabriel,Martins,2010-08-21
2,52210321617588,Patrícia,Ferreira,2005-11-28
1,21783971084,Luiz,Costa,2008-12-08
2,42782553026095,Tiago,Martins,2020-03-30
1,37017556344,Natália,Ribeiro,2007-11-04
1,91403971556,Carlos,Teixeira,2016-09-12
1,16715242457,Eduardo,Moraes,2007-10-03
1,16050556886,Helena,Silva,2018-07-28
2,38817250119282,Luiz,Pereira,2014-12-01
2,89878000431735,Carlos,Ribeiro,2024-12-13
1,93284880717,Bruno,Martins,2011-12-17
2,68340163604267,Bruno,Barbosa,2007-05-11
2,47337949347216,Carlos,Teixeira,2014-12-20
2,67060111400829,Sandra,Oliveira,2008-08-29
2,61581004939407,Helena,Oliveira,2008-12-18
1,57123380344,Eduardo,Oliveira,2010-08-06
1,86693932116,Karen,Lopes,2013-02-20
1,84968575850,Vanessa,Souza,2012-01-29
1,24033765962,Eduardo,Moreira,2017-09-24
1,31411084587,Natália,Moreira,2013-06-21
1,72880268664,Bruno,Oliveira,2016-08-15
2,38614589823794,Karen,Silva,2015-11-06
2,62053579307643,Vanessa,Rocha,2020-07-05
2,73202283226182,Ana,Oliveira,2022-06-26
2,07162940042919,Helena,Ribeiro,2009-02-26
1,08734974177,Gabriel,Rocha,2012-07-03
1,18385929390,Isabela,Dias,2024-03-30
2,67348964387459,Rafael,Moraes,2019-01-10
1,92141096974,Natália,Moraes,2022-02-05
2,74282581227185,Ana,Oliveira,2018-07-03
2,12921741963499,Fernanda,Silva,2006-05-03
2,63802044142104,Bruno,Azevedo,2005-02-01
2,07030001863386,Luiz,Azevedo,2018-12-19
2,01759704120431,Tiago,Oliveira,2007-06-23
2,38311269517159,Fernanda,Azevedo,2006-07-06
1,96242987678,João,Cardoso,2021-02-27
1,73220552027,Ana,Oliveira,2006-10-15
2,44638730616182,Tiago,Pereira,2007-03-17
2,75744058913262,Rafael,Moreira,2025-12-28
1,65666279650,Carlos,Dias,2024-11-14
1,79129906642,Eduardo,Pereira,2020-04-08
2,41820555640968,Patrícia,Barbosa,2007-01-04
1,42090579952,Natália,Barbosa,2014-04-05
1,62578559480,Eduardo,Silva,2005-04-10
2,19202758531599,Luiz,Martins,2007-01-30
2,32267843826445,Natália,Cardoso,2014-04-21
2,39257025479371,Helena,Pereira,2023-05-30
2,26253271009785,Marcos,Moreira,2014-03-03
1,10845189546,Natália,Almeida,2019-05-26
1,38684255688,Bruno,Teixeira,2008-05-06
1,46563776128,Daniel,Ribeiro,2006-01-23
1,30196847628,Rafael,Costa,2010-01-27
1,34370901412,João,Gomes,2024-11-13
2,81654633728301,Vanessa,Pereira,2007-06-01
2,17674372618323,João,Lopes,2022-08-20
2,35723133340410,Isabela,Costa,2019-10-01
2,85439473509136,Tiago,Almeida,2020-02-09
1,31578382187,Tiago,Teixeira,2022-10-22
2,74688020272095,Tiago,Cardoso,2014-01-11
1,27770658855,Carlos,Cardoso,2021-02-09
2,84769753143919,Helena,Gomes,2006-12-30
2,25708986680500,Karen,Costa,2021-12-11
2,31312497976148,Sandra,Moraes,2022-09-05
1,61039616500,Bruno,Almeida,2008-02-19
2,07020271428696,Isabela,Moreira,2014-11-06
1,92702135958,Fernanda,Costa,2020-02-11
2,90556433327067,Tiago,Martins,2006-01-19
1,46084475651,Sandra,Martins,2006-05-20
1,84668267717,Karen,Silva,2021-01-12
2,83694324175686,Helena,Medeiros,2023-02-16
1,65987682698,Gabriel,Ribeiro,2008-07-28
2,56006537147646,Rafael,Souza,2015-12-10
2,46233134888972,Gabriel,Oliveira,2024-05-25
2,95157404957123,Gabriel,Moraes,2019-03-01
2,90150385795606,Helena,Souza,2024-07-12
2,92798281944148,Bruno,Lopes,2012-10-26
2,50175961791726,Isabela,Martins,2016-11-26
2,41723137140853,Helena,Ferreira,2006-10-01
1,08106881341,Bruno,Rocha,2019-07-06
1,54900604495,Rafael,Silva,2022-01-10
1,20408258820,Sandra,Silva,2022-12-10
1,45175785302,Otávio,Pereira,2023-04-16
2,44638614964896,Gabriel,Dias,2006-08-10
1,07637567087,Gabriel,Azevedo,2020-04-10
2,27021749147952,Otávio,Oliveira,2011-02-19
2,89666524412288,Sandra,Oliveira,2009-05-10
2,67710358746879,Patrícia,Teixeira,2021-03-11
1,69232947015,Karen,Cardoso,2024-08-02
1,03768553493,Sandra,Dias,2011-08-13
1,27252546076,João,Azevedo,2025-12-31
1,71550916680,Fernanda,Ribeiro,2013-11-11
1,05031910890,Eduardo,Silva,2024-09-10
2,70690126087394,João,Dias,2016-05-02
1,35820676783,Luiz,Moreira,2013-03-03
2,52415300316380,Carlos,Pereira,2005-08-14
2,20654815935634,Fernanda,Lopes,2010-08-18
1,49512855790,Tiago,Teixeira,2023-06-05
1,38535666147,Tiago,Gomes,2011-10-10
1,19206916024,Bruno,Silva,2022-07-26
1,25915281476,Bruno,Gomes,2016-05-29
1,16950051965,Carlos,Moreira,2015-08-14
2,15359563699009,Gabriel,Dias,2009-01-30
2,60906164078564,Vanessa,Souza,2015-07-22
1,37753943702,Ana,Oliveira,2010-08-14
1,37413686375,Isabela,Pereira,2024-11-29
1,39625015817,Bruno,Pereira,2014-06-20
1,80930571194,Daniel,Barbosa,2010-09-26
2,63864558124624,Rafael,Oliveira,2025-09-07
1,65546086534,Bruno,Ribeiro,2016-11-12
2,18185493151495,Sandra,Silva,2008-02-07
1,31424710313,Tiago,Costa,2025-09-25
1,65537597140,Gabriel,Costa,2011-03-14
2,47165070620892,Eduardo,Lopes,2022-08-27
1,46096751744,Gabriel,Almeida,2019-05-04
2,47296307839424,Gabriel,Oliveira,2019-02-11
2,79459290726194,Isabela,Medeiros,2010-12-24
2,87475413589675,Karen,Dias,2016-04-04
1,08499869550,Vanessa,Moreira,2022-05-07
1,31680062106,Helena,Gomes,2025-08-05
1,58334273796,Natália,Martins,2014-02-18
2,78085102057262,Marcos,Gomes,2007-08-04
1,35543514459,Ana,Ribeiro,2014-12-22
1,55343659796,Gabriel,Moraes,2021-05-19
2,38823859902610,Gabriel,Moreira,2014-08-11
1,70751900124,Carlos,Moreira,2019-05-09
1,39071577744,Ana,Almeida,2020-09-30
2,16899314571300,Rafael,Cardoso,2021-05-31
1,32114490517,Helena,Oliveira,2025-02-20
2,60809634460504,Karen,Rocha,2024-08-04
2,34034507619299,Vanessa,Martins,2017-01-27
2,77145596690428,Karen,Ferreira,2010-01-04
2,73720414975123,Natália,Silva,2008-05-18
1,47981397120,Daniel,Moraes,2016-05-14
1,11617033400,Natália,Azevedo,2022-02-27
2,97542098103961,Isabela,Rocha,2014-08-01
2,77825992542489,Otávio,Barbosa,2018-12-01
1,09693706420,João,Rocha,2012-02-24
2,16975811690667,Helena,Martins,2020-02-24
2,03579602496546,Carlos,Medeiros,2009-07-30
2,62500030016849,João,Pereira,2014-07-01
2,11087356480002,Vanessa,Almeida,2005-06-01
2,74550378445008,Sandra,Barbosa,2007-02-06
2,42880067836639,Rafael,Teixeira,2014-04-20
2,03652828284024,Helena,Ferreira,2009-06-02
1,06921830998,Karen,Oliveira,2011-09-21
1,06285537150,Bruno,Dias,2017-04-07
1,53700484172,João,Moraes,2023-03-15
2,82704197399477,Luiz,Teixeira,2007-04-23
1,69185973492,Vanessa,Rocha,2018-02-28
2,20042755754314,João,Martins,2022-11-26
2,59909149026356,João,Pereira,2012-03-11
2,69543394022503,Marcos,Ferreira,2017-02-22
2,03043056669398,Natália,Souza,2024-07-11
2,60378419669374,Vanessa,Silva,2006-07-07
1,16676310266,Daniel,Martins,2019-10-28
1,71864795569,João,Azevedo,2019-07-08
2,10635601112784,Daniel,Gomes,2007-12-25
1,16769702079,João,Gomes,2011-12-20
2,09855627823864,Natália,Moraes,2023-03-31
2,77200510658217,Fernanda,Ferreira,2025-05-07
1,76999605559,Natália,Almeida,2019-11-04
2,84422439764341,Vanessa,Ferreira,2021-05-24
2,45277607613000,Patrícia,Pereira,2009-08-17
1,47052875280,Vanessa,Ribeiro,2012-04-15
1,45426270613,Sandra,Moraes,2018-02-20
2,26011403362070,Bruno,Lopes,2008-10-06
1,43393393336,Carlos,Souza,2014-08-31
1,49630108014,Daniel,Pereira,2007-11-01
2,87782312113325,Vanessa,Souza,2012-10-06
2,06945373826839,Bruno,Medeiros,2019-09-10
1,70566015623,Daniel,Oliveira,2010-10-09
2,21249577478063,Bruno,Barbosa,2007-08-30
1,12650245047,Luiz,Silva,2008-10-19
2,77417728145544,João,Lopes,2008-02-09
1,76872764584,Fernanda,Silva,2013-09-15
2,33261225410925,Marcos,Medeiros,2023-08-22
2,29468440540397,Tiago,Moraes,2006-03-22
1,18585416769,Rafael,Teixeira,2019-09-23
2,23057129594015,Gabriel,Rocha,2014-03-25
1,49595408152,João,Ferreira,2024-07-21
2,07682745292515,Otávio,Azevedo,2025-01-24
2,23283533874626,Isabela,Ribeiro,2009-03-03
2,38787192902694,Patrícia,Lopes,2014-08-06
1,27558819939,Karen,Almeida,2017-11-22
1,79925446347,Eduardo,Cardoso,2019-06-02
2,73478963240071,Sandra,Teixeira,2010-02-28
2,63204586685762,Luiz,Costa,2011-05-09
2,69413915028166,Bruno,Silva,2020-02-04
1,65354464762,Isabela,Martins,2010-05-14
1,20426835810,Rafael,Ribeiro,2007-01-04
2,21506248892164,Carlos,Medeiros,2021-01-15
1,89791398227,Gabriel,Ribeiro,2020-09-20
2,38890901319156,Carlos,Moraes,2018-01-15
1,68411693055,Marcos,Moreira,2009-03-09
1,65163477557,Tiago,Souza,2023-08-09
2,81425061191277,Daniel,Souza,2023-01-26
2,33718428741131,João,Pereira,2013-02-03
1,04220861586,Fernanda,Azevedo,2010-12-01
2,17921812434791,Karen,Teixeira,2017-05-06
1,06917967142,Vanessa,Dias,2019-10-22
1,19022280362,Natália,Lopes,2024-11-28
2,45277578998277,Helena,Rocha,2020-09-12
2,38222066284292,Eduardo,Almeida,2008-09-02
1,43052037043,Gabriel,Costa,2018-10-24
2,33486997542821,Sandra,Dias,2009-10-21
2,83399265448678,Gabriel,Gomes,2010-07-18
2,85612514119557,Tiago,Moraes,2007-08-21
2,08868332102216,Eduardo,Silva,2013-01-31
2,10050821480808,Tiago,Oliveira,2011-04-30
2,37547359537918,Marcos,Barbosa,2016-06-17
2,85926622981272,Rafael,Silva,2022-03-27
1,96963097293,Sandra,Dias,2024-03-16
2,38698508325033,Carlos,Cardoso,2015-07-16
2,09912073470129,Natália,Dias,2005-10-22
1,52022530940,Bruno,Ribeiro,2023-09-19
2,55903484815036,Natália,Teixeira,2023-01-08
2,52765405660018,Helena,Souza,2016-08-30
2,02954950981160,Otávio,Medeiros,2021-06-28
2,01531794235044,Carlos,Gomes,2023-03-30
2,74349226191755,Karen,Almeida,2017-10-31
1,32971641620,Helena,Moraes,2010-01-27
1,69586609872,Fernanda,Cardoso,2025-07-24
1,41069309216,Helena,Cardoso,2020-07-29
2,94394480683590,Vanessa,Medeiros,2017-10-26
1,74780349347,Isabela,Teixeira,2024-05-26
1,04340460313,Isabela,Gomes,2015-03-13
1,96547214785,Ana,Cardoso,2007-02-10
2,29795819842011,Daniel,Silva,2023-04-05
1,73477428222,Bruno,Lopes,2008-09-13
2,35600238604225,Isabela,Ribeiro,2015-06-13
2,39297044122058,Carlos,Silva,2012-01-15
1,99761179994,Vanessa,Dias,2020-09-10
1,86114645414,Patrícia,Medeiros,2021-08-24
1,53225390396,Tiago,Moreira,2013-02-14
1,99423315282,Isabela,Martins,2005-06-09
1,84001104045,Otávio,Medeiros,2007-06-29
2,22173715043471,Bruno,Cardoso,2018-09-17
2,47189344183374,Ana,Moraes,2025-10-13
1,58969221180,Luiz,Pereira,2009-09-08
1,70603801432,Patrícia,Ferreira,2012-04-11
2,81551299969514,Luiz,Pereira,2025-01-01
1,12938164982,Marcos,Barbosa,2007-01-24
2,53202073036045,Gabriel,Cardoso,2010-01-24
1,16699602410,Vanessa,Oliveira,2006-08-08
1,12031005609,Natália,Medeiros,2012-03-06
2,02618555754473,Tiago,Moraes,2015-07-14
1,07114849777,Eduardo,Ferreira,2024-10-20
2,33989816089720,Bruno,Lopes,2007-01-26
2,71588109958403,João,Ribeiro,2014-09-08
2,46739125439366,Marcos,Barbosa,2012-07-01
2,67042254013709,Vanessa,Costa,2019-08-04
2,13648929429074,Bruno,Lopes,2015-06-11
1,52626725119,Tiago,Oliveira,2025-04-10
2,69488299243261,Luiz,Lopes,2006-10-05
1,18682063499,Patrícia,Moraes,2013-10-22
2,02173071348369,Marcos,Ferreira,2021-09-19
2,65908087651418,João,Ribeiro,2010-10-10
1,38577324688,Daniel,Silva,2020-09-21
1,80369239107,Carlos,Gomes,2014-03-17
1,59717741727,Tiago,Teixeira,2025-12-27
1,45786801967,Carlos,Cardoso,2010-02-23
1,93066664372,Natália,Cardoso,2005-12-14
2,08543456368767,João,Moraes,2008-06-15
1,62702648095,Sandra,Rocha,2009-05-09
2,17844658151328,Patrícia,Barbosa,2016-09-05
1,57775726038,Rafael,Barbosa,2017-12-27
2,71241165260446,Isabela,Gomes,2016-07-05
2,03328795382071,Otávio,Ribeiro,2011-11-18
2,99721311884302,João,Costa,2024-03-18
1,14470842182,Daniel,Medeiros,2009-10-02
2,74749489438922,Bruno,Moreira,2014-01-26
2,78802974133533,Fernanda,Martins,2018-03-21
2,57522564834617,Daniel,Moraes,2012-02-22
2,71653025194645,Isabela,Martins,2009-10-31
2,07499545581287,Gabriel,Moraes,2021-06-11
2,86195768236325,Karen,Oliveira,2010-02-05
1,05807879731,João,Lopes,2019-02-24
2,93337799392223,Rafael,Lopes,2014-07-13
2,52648626631835,Fernanda,Azevedo,2024-07-16
1,01398451980,Carlos,Moraes,2005-05-10
2,18033559974467,Karen,Teixeira,2019-09-06
1,72077954100,Sandra,Ribeiro,2020-02-28
2,29825801174815,Daniel,Ferreira,2018-06-28
1,07678062360,Tiago,Azevedo,2012-04-10
2,21278916506204,Luiz,Gomes,2008-05-22
2,40655775735131,Sandra,Silva,2025-09-04
1,29283180809,Isabela,Costa,2009-04-02
2,63402594341811,Rafael,Almeida,2022-06-10
2,55897484367096,Isabela,Lopes,2020-06-09
2,12132572160608,Helena,Teixeira,2016-05-27
2,10906467926392,Luiz,Martins,2014-02-21
1,53209027753,Fernanda,Silva,2019-08-08
1,01430033321,Eduardo,Teixeira,2019-05-11
1,68304413342,Patrícia,Lopes,2010-11-07
2,09962122306184,Daniel,Costa,2011-04-12
2,42875908197523,Otávio,Ribeiro,2012-09-05
2,48167466666418,Otávio,Ferreira,2010-06-16
2,41729693439593,Bruno,Silva,2016-03-23
2,78608046592569,Daniel,Almeida,2016-10-22
1,54455191839,Carlos,Cardoso,2005-10-26
1,62238259194,Natália,Dias,2006-05-21
1,51115704296,Luiz,Ribeiro,2015-12-09
2,03221022981256,Rafael,Ribeiro,2009-10-01
1,34340207747,Rafael,Gomes,2006-04-17
1,37900568800,Rafael,Martins,2019-05-17
2,83666574031851,Bruno,Moraes,2019-10-28
1,32706883256,João,Teixeira,2016-12-15
2,93288537690364,Otávio,Ferreira,2011-01-03
